X,Y,fid,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags
13.6891708,50.8920486,"456","1007571130",,,,,,,,,"""hiking""=>""no"",""information""=>""guidepost"",""tourism""=>""information"""
13.6893752,50.8920004,"458","1007571329",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""colour""=>""brown"",""material""=>""wood"",""seats""=>""3"""
13.689872,50.8989276,"461","1041857368",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:diameter""=>""150"",""fire_hydrant:position""=>""lane"",""fire_hydrant:type""=>""underground"""
13.7692738,50.8935066,"482","1240111798",Neue Häuser,,bus_stop,,,,,,"""bench""=>""yes"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1963"",""shelter""=>""no"""
13.6804187,50.8862639,"489","1330655641",,,,,,,,,"""amenity""=>""bench"""
13.7115851,50.9132492,"492","1340339241","Wendeplatz, Reinberg (Kr PIR) Steig 1",,bus_stop,"1",,,,,"""bench""=>""yes"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1455"",""shelter""=>""yes"""
13.681208,50.886937,"500","1421763953",,,,,,,,,"""amenity""=>""bench"""
13.694886,50.8976847,"502","1424088131",Anlieferung,,,,,,,,"""entrance""=>""service"""
13.6941359,50.8975221,"503","1424088132",Kaufland,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""brand""=>""Kaufland"",""brand:wikidata""=>""Q685967"",""brand:wikipedia""=>""en:Kaufland"",""image""=>""http://commons.wikimedia.org/wiki/File:Kaufland_in_Reinholdshain.jpg"",""opening_hours""=>""Mo-Sa 07:00-22:00"",""phone""=>""+49 3504 69450"",""shop""=>""supermarket"",""website""=>""https://www.kaufland.de/Home/index.jsp?FilialID=4300"",""wheelchair""=>""yes"""
13.693159,50.897441,"504","1424088133",Leergut,,,,,,,,"""amenity""=>""recycling"",""entrance""=>""service"""
13.6911925,50.8965056,"505","1424088156",Gewerbegebiet,,bus_stop,,,,,,"""bench""=>""yes"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1436"",""shelter""=>""yes"""
13.6989758,50.8964908,"506","1424088159",,,,,,,,,"""natural""=>""tree"""
13.6982458,50.8965359,"507","1424088166",,,,,,,,,"""natural""=>""tree"""
13.6978298,50.8966045,"508","1424088185",,,,,,,,,"""natural""=>""tree"""
13.6892863,50.8965902,"509","1424088191",,,,,,,,,"""entrance""=>""main"""
13.6928897,50.8966098,"510","1424088203",Gewerbegebiet,,bus_stop,,,,,,"""bench""=>""yes"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1436"",""shelter""=>""yes"""
13.6974091,50.8966921,"511","1424088209",,,,,,,,,"""natural""=>""tree"""
13.6917172,50.8967248,"512","1424088211",Jaintsch,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""1"",""addr:postcode""=>""01744"",""addr:street""=>""Oberhäslicher Straße"",""addr:suburb""=>""Reinholdshain"",""building""=>""yes"",""craft""=>""shoemaker"",""entrance""=>""main"",""website""=>""https://orthopaedie-jaintsch.de/"""
13.6899646,50.8967087,"513","1424088224",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""3"",""addr:postcode""=>""01744"",""addr:street""=>""Gewerbering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""office""=>""architect"""
13.6918591,50.8971198,"514","1424088267",,,,,,,,,"""description:de""=>""Plan des Gwerbegebietes"",""tourism""=>""information"""
13.6933041,50.8970567,"515","1424088290",,,,,,,,,"""amenity""=>""bicycle_parking"""
13.6957364,50.8970121,"516","1424088291",,,street_lamp,,,,,,
13.693577,50.897127,"517","1424088297",Deichmann,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""brand""=>""Deichmann"",""brand:wikidata""=>""Q664543"",""brand:wikipedia""=>""en:Deichmann SE"",""opening_hours""=>""Mo-Sa 07:00-22:00"",""shop""=>""shoes"",""website""=>""https://www.deichmann.com/DE/de/corp/home.jsp"""
13.6901724,50.8972291,"518","1424088310",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""4"",""addr:postcode""=>""01744"",""addr:street""=>""Gewerbering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""website""=>""http://www.brc.de/index.php?option=com_contact&view=contact&id=2&Itemid=58;http://www.gwd-druck.de/"""
13.6912853,50.8972934,"519","1424088329",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""01744"",""addr:street""=>""Gewerbering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""shop""=>""car"",""website""=>""https://www.ah-siebeneicher.de/"""
13.69391,50.897255,"520","1424088332",AWG-Modecenter,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""brand""=>""AWG-Modecenter"",""brand:wikidata""=>""Q300220"",""brand:wikipedia""=>""de:AWG-Modecenter"",""opening_hours""=>""Mo-Sa 07:00-22:00"",""shop""=>""clothes"",""short_name""=>""AWG"",""website""=>""https://www.awg-mode.de/?cl=srstoredetailsawg&cnid=92106&storeid=1077"""
13.693309,50.897297,"521","1424088334",Blütenstil,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""phone""=>""+49 3504 610658"",""shop""=>""florist"""
13.6889308,50.8973719,"522","1424088344",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housename""=>""Wagner"",""addr:housenumber""=>""10"",""addr:postcode""=>""01744"",""addr:street""=>""Gewerbering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""shop""=>""car_repair"",""website""=>""http://www.auto-service-wagner.de/"""
13.6954667,50.8973661,"523","1424088354",,,street_lamp,,,,,,
13.6936213,50.8974192,"524","1424088360",Bäckerei Bährenhecke,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""contact:website""=>""https://www.baeckerei-baerenhecke.de"",""opening_hours""=>""Mo-Sa 07:00-17:00"",""shop""=>""bakery"""
13.6919128,50.897566,"525","1424088394",Winter,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""1"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""shop""=>""car"""
13.6893384,50.8975984,"526","1424088395",Zöltsch,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""8"",""addr:postcode""=>""01744"",""addr:street""=>""Gewerbering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""office""=>""company"",""website""=>""http://www.flammstrahltechnik-zoeltsch.de"""
13.6953116,50.8976549,"527","1424088457",,,street_lamp,,,,,,
13.6940554,50.8977071,"528","1424088469",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:diameter""=>""80"",""fire_hydrant:position""=>""green"",""fire_hydrant:type""=>""pillar"""
13.6956314,50.897713,"529","1424088472",,,,,,,,,"""amenity""=>""car_wash"""
13.6928052,50.8977382,"530","1424088498",Lack Bauer,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""3"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""email""=>""info@lackbauer.de"",""entrance""=>""main"",""image""=>""http://commons.wikimedia.org/wiki/File:Lack_Bauer_in_Reinholdshain.jpg"",""opening_hours""=>""Mo-Fr 07:00-18:00"",""phone""=>""+49 3504 615517"",""website""=>""http://www.lackbauer.de"""
13.6907559,50.897779,"531","1424088501",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""3"",""addr:postcode""=>""01744"",""addr:street""=>""Oberhäslicher Straße"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"""
13.6935744,50.8978609,"532","1424088526",Stikar,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""5"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""image""=>""http://commons.wikimedia.org/wiki/File:Renault_Autohaus_in_Reinholdshain.jpg"",""opening_hours""=>""Mo-Fr 07:00-18:00; Sa 09:00-12:00"",""phone""=>""+49 3504 69410"",""shop""=>""car"",""website""=>""http://www.renault-stikar.de/"""
13.6949995,50.8978761,"533","1424088533","Bistro ""Star"" Döner",,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:housenumber""=>""9"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""cuisine""=>""kebab"",""disused:amenity""=>""restaurant"",""entrance""=>""main"",""image""=>""http://wiki.openstreetmap.org/wiki/File:2014_Reinholdshain_Bistro_D%C3%B6ner.jpg"",""opening_hours""=>""Mo-Fr 10:30-20:30; Sa 11:30-20:00; Su off"""
13.6953748,50.8978797,"534","1424088536",,,,,,,,,"""entrance""=>""service"",""image""=>""http://wiki.openstreetmap.org/wiki/File:2014_Reinholdshain_Polsterei.jpg"""
13.6957791,50.8985342,"535","1424088746",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""13"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""website""=>""http://www.ihr-einrichter.de"""
13.6945816,50.8985848,"536","1424088760",,,,,,,,,"""entrance""=>""yes"""
13.6906713,50.8985888,"537","1424088762",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:diameter""=>""150"",""fire_hydrant:position""=>""lane"",""fire_hydrant:type""=>""underground"""
13.694048,50.8986053,"538","1424088766",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:diameter""=>""150"",""fire_hydrant:position""=>""lane"",""fire_hydrant:type""=>""underground"""
13.6902256,50.8987892,"539","1424088785",,,,,,,,,"""bicycle""=>""yes"",""entrance""=>""yes"",""foot""=>""yes"",""motorcar""=>""yes"",""motorcycle""=>""yes"""
13.6966947,50.8994622,"540","1424088831",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:diameter""=>""150"",""fire_hydrant:position""=>""green"",""fire_hydrant:type""=>""underground"""
13.6898942,50.8994919,"541","1424088853",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:diameter""=>""150"",""fire_hydrant:position""=>""lane"",""fire_hydrant:type""=>""underground"""
13.6951121,50.8995277,"542","1424088860",,,,,,,,,"""entrance""=>""yes"""
13.69704,50.9000536,"543","1424088911",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:position""=>""lane"",""fire_hydrant:type""=>""underground"""
13.6942323,50.9001766,"544","1424088924",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:position""=>""lane"",""fire_hydrant:type""=>""underground"""
13.6965376,50.9004594,"545","1424088940",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:diameter""=>""100"",""fire_hydrant:position""=>""green"",""fire_hydrant:type""=>""pillar"""
13.6934578,50.897326,"546","1424088967",Richter,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""opening_hours""=>""Mo-Sa 07:00-22:00"",""shop""=>""butcher"",""website""=>""http://www.richter-fleischwaren.de/tl/"""
13.6898287,50.8973261,"547","1426189121",Grafische Werkstätten,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""6"",""addr:postcode""=>""01744"",""addr:street""=>""Gewerbering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""shop""=>""copyshop"""
13.6904729,50.8983572,"548","1426189130",LKW Service Pötzsch GmbH,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""7"",""addr:postcode""=>""01744"",""addr:street""=>""Oberhäslicher Straße"",""addr:suburb""=>""Reinholdshain"",""brand""=>""MAN, Neoplan, Iveco, Iveco Bus, VDL Bus & Coach, Multicar"",""email""=>""service@lkw-poetzsch.de"",""entrance""=>""main"",""phone""=>""+49 3504 64690"",""website""=>""https://www.lkw-poetzsch.de/"""
13.688452,50.8978589,"549","1426189139",Kleber-Heisserer Bau GmbH,,,,,,,works,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""9"",""addr:postcode""=>""01744"",""addr:street""=>""Gewerbering"",""addr:suburb""=>""Reinholdshain"",""email""=>""info@kleber-heisserer.de"",""entrance""=>""main"",""phone""=>""+49 3504 64610"",""website""=>""http://www.kleber-heisserer.de/"""
13.6891521,50.8972183,"550","1426189146",,,,,,,,,"""bicycle""=>""yes"",""entrance""=>""yes"",""foot""=>""yes"",""motorcar""=>""yes"",""motorcycle""=>""yes"""
13.6887407,50.8972777,"551","1426189160",,,,,,,,,"""bicycle""=>""yes"",""entrance""=>""yes"",""foot""=>""yes"",""motorcar""=>""yes"",""motorcycle""=>""yes"""
13.6916555,50.8974333,"552","1426189181",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""Deutsche Post"""
13.6887062,50.8977841,"553","1426189226",,,,,,,,,"""bicycle""=>""yes"",""entrance""=>""yes"",""foot""=>""yes"",""motorcar""=>""yes"",""motorcycle""=>""yes"""
13.6887165,50.8980051,"554","1426189265",,,,,,,,,"""bicycle""=>""yes"",""entrance""=>""yes"",""foot""=>""yes"",""motorcar""=>""yes"",""motorcycle""=>""yes"""
13.6942396,50.8984415,"555","1426189286",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.6890082,50.8984712,"556","1426189290",,,,,,,,,"""bicycle""=>""yes"",""entrance""=>""yes"",""foot""=>""yes"",""motorcar""=>""yes"",""motorcycle""=>""yes"""
13.6962673,50.899067,"557","1426189318",,,,,,,,,"""access""=>""private"",""entrance""=>""yes"""
13.6899742,50.8988567,"558","1426857304",,,crossing,,,,,,"""crossing""=>""unmarked"""
13.6851569,50.8971673,"560","1430727697",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""13"",""addr:postcode""=>""01744"",""addr:street""=>""Glashütter Straße"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"""
13.6843678,50.8970423,"561","1430727698",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""15"",""addr:postcode""=>""01744"",""addr:street""=>""Glashütter Straße"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"""
13.6845249,50.8963011,"562","1430727699",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""16"",""addr:postcode""=>""01744"",""addr:street""=>""Glashütter Straße"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"""
13.6844433,50.896557,"563","1430727737",,,,,,,,,"""historic""=>""milestone"",""image""=>""http://commons.wikimedia.org/wiki/File:Weg%C3%A4ule_Reinholdshain_Dippoldiswalder_Stra%C3%9Fe_am_Gewerbegebiet.jpg"""
13.6882035,50.8968538,"564","1430807202",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""7"",""addr:postcode""=>""01744"",""addr:street""=>""Gewerbering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""website""=>""http://www.kuechen-lorenz.de/"""
13.6886528,50.8967131,"565","1430807210",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""7a"",""addr:postcode""=>""01744"",""addr:street""=>""Gewerbering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"",""website""=>""https://www.strabag.com/"""
13.688322,50.8974736,"566","1430807211",Winkler,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""9a"",""addr:postcode""=>""01744"",""addr:street""=>""Gewerbering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"""
13.6874205,50.8970639,"567","1430807217",,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""43b"",""addr:postcode""=>""01744"",""addr:street""=>""Glashütter Straße"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""main"""
13.6969068,50.8967418,"568","1430807257",,,,,,,,,"""natural""=>""tree"""
13.6925708,50.8967045,"569","1430807260",,,,,,,,,"""natural""=>""tree"""
13.6933739,50.8968689,"570","1430807267",,,,,,,,,"""natural""=>""tree"""
13.6956643,50.8969762,"571","1430807275",,,,,,,,,"""natural""=>""tree"""
13.6941656,50.8970421,"572","1430807282",,,,,,,,,"""natural""=>""tree"""
13.6950855,50.8970788,"573","1430807286",,,,,,,,,"""natural""=>""tree"""
13.6948552,50.8971033,"574","1430807287",,,,,,,,,"""natural""=>""tree"""
13.6945724,50.8970997,"575","1430807288",,,,,,,,,"""natural""=>""tree"""
13.6888156,50.8971781,"576","1430807297",,,,,,,,,"""bicycle""=>""yes"",""entrance""=>""yes"",""foot""=>""yes"",""motorcar""=>""yes"",""motorcycle""=>""yes"""
13.6886239,50.8972338,"577","1430807310",,,,,,,,,"""bicycle""=>""yes"",""entrance""=>""yes"",""foot""=>""yes"",""motorcar""=>""yes"",""motorcycle""=>""yes"""
13.6884343,50.8975909,"578","1430807356",,,,,,,,,"""entrance""=>""yes"""
13.6882635,50.8979148,"579","1430807379",,,,,,,,,"""entrance""=>""main"",""shop""=>""construction_trade"",""website""=>""https://www.riedel-brechertechnik.de/"""
13.6907272,50.8981202,"580","1430930054",,,,,,,,,"""access""=>""no"",""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""5"",""addr:postcode""=>""01744"",""addr:street""=>""Oberhäslicher Straße"",""addr:suburb""=>""Reinholdshain"",""door""=>""loading_dock"",""entrance""=>""service"",""website""=>""http://www.elektro-schmieder.de/"""
13.6900618,50.8962993,"581","1430930055",,,street_lamp,,,,,,
13.690749,50.8963347,"582","1430930056",,,street_lamp,,,,,,
13.6914123,50.8963742,"583","1430930057",,,street_lamp,,,,,,
13.6896201,50.8964624,"584","1430930059",,,street_lamp,,,,,,
13.6920103,50.8964588,"585","1430930060",,,street_lamp,,,,,,
13.6891555,50.8964695,"586","1430930061",,,street_lamp,,,,,,
13.6901301,50.896464,"587","1430930062",,,street_lamp,,,,,,
13.6887156,50.8965016,"588","1430930064",,,street_lamp,,,,,,
13.6910661,50.8964732,"589","1430930067",,,street_lamp,,,,,,
13.6882305,50.8965426,"590","1430930068",,,street_lamp,,,,,,
13.6877763,50.8965664,"591","1430930071",,,street_lamp,,,,,,
13.6917029,50.8965394,"592","1430930072",,,street_lamp,,,,,,
13.689651,50.8965257,"593","1430930073",,,,,,,,,"""advertising""=>""billboard"",""height""=>""6"",""operator""=>""ALDI"""
13.6894799,50.8965485,"594","1430930075",,,street_lamp,,,,,,
13.6897779,50.8966443,"595","1430930083",,,street_lamp,,,,,,
13.6894941,50.8967165,"596","1430930089",,,street_lamp,,,,,,
13.692121,50.8967512,"597","1430930096",,,street_lamp,,,,,,
13.6897857,50.8968925,"598","1430930102",,,street_lamp,,,,,,
13.6895188,50.8969093,"599","1430930109",,,street_lamp,,,,,,
13.6902365,50.8970933,"600","1430930118",,,,,,,,,"""natural""=>""tree"""
13.6901086,50.8970977,"601","1430930121",,,,,,,,,"""natural""=>""tree"""
13.6910083,50.8971001,"602","1430930122",,,,,,,,,"""amenity""=>""post_box"",""brand""=>""PostModern"",""check_date""=>""2017-12-24"",""collection_times""=>""Mo-Fr 17:00"",""operator""=>""Media Logistik"",""post_box:type""=>""lamp"",""website""=>""https://www.post-modern.de/"""
13.6899735,50.8971047,"603","1430930123",,,,,,,,,"""natural""=>""tree"""
13.6895485,50.8971178,"604","1430930124",,,,,,,,,"""advertising""=>""billboard"",""height""=>""4"",""operator""=>""ALDI"""
13.6898054,50.8971132,"605","1430930125",,,,,,,,,"""natural""=>""tree"""
13.6895112,50.8971001,"606","1430930128",,,street_lamp,,,,,,
13.6918846,50.8971597,"607","1430930133",,,street_lamp,,,,,,
13.6905873,50.8971622,"608","1430930146",,,street_lamp,,,,,,
13.6903004,50.8972041,"609","1430930148",,,street_lamp,,,,,,
13.6910559,50.8972201,"610","1430930152",,,street_lamp,,,,,,
13.6897307,50.8972183,"611","1430930159",,,street_lamp,,,,,,
13.6892534,50.8972312,"612","1430930160",,,street_lamp,,,,,,
13.6914263,50.8972671,"613","1430930177",,,street_lamp,,,,,,
13.691625,50.8973533,"614","1430930180",,,crossing,,,,,,"""crossing""=>""unmarked"""
13.6917901,50.8973935,"615","1430930183",,,street_lamp,,,,,,
13.6911306,50.8974951,"616","1430930188",,,,,,,,,"""shop""=>""car_repair"""
13.6922189,50.8977399,"617","1430930206",,,,,,,,,"""shop""=>""car_repair"""
13.6923579,50.8977681,"618","1430930213",,,,,,,,,"""entrance""=>""yes"""
13.6913474,50.8979065,"619","1430930217",,,,,,,,,"""emergency""=>""fire_hydrant"",""fire_hydrant:diameter""=>""200"",""fire_hydrant:position""=>""lane"",""fire_hydrant:type""=>""underground"""
13.6916126,50.8978874,"620","1430930218",,,,,,,,,"""entrance""=>""yes"""
13.6888657,50.8974741,"621","1430934073",,,,,,,,,"""entrance""=>""yes"""
13.6959048,50.8975362,"622","1431143108",,,,,,,,,"""shop""=>""car_repair"""
13.6888715,50.8976028,"623","1431143112",,,,,,,,,"""shop""=>""tyres"""
13.6931586,50.8978641,"624","1431143137",,,,,,,,,"""entrance""=>""service"""
13.6929884,50.8981737,"625","1431143158",,,,,,,,,"""entrance""=>""service"""
13.6934977,50.8981995,"626","1431143160",Stikar,,,,,,,,"""addr:city""=>""Dippoldiswalde"",""addr:country""=>""DE"",""addr:housenumber""=>""5"",""addr:postcode""=>""01744"",""addr:street""=>""Industriering"",""addr:suburb""=>""Reinholdshain"",""entrance""=>""yes"",""shop""=>""car_repair"",""website""=>""http://www.renault-stikar.de/"""
13.6852546,50.9006528,"627","1432462628",Sonnenberg,,,,,,,,"""natural""=>""peak"",""wikidata""=>""Q31315851"""
13.6959872,50.9091494,"628","1434220050",,,crossing,,,,,,"""crossing""=>""traffic_signals"",""crossing:island""=>""no"""
13.7070042,50.8897628,"644","1434984965",Oberdorf,,bus_stop,,,,,,"""bench""=>""no"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1479"",""shelter""=>""no"""
13.7071742,50.8897641,"645","1434984966",Oberdorf,,bus_stop,,,,,,"""bench""=>""yes"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1479"",""shelter""=>""yes"""
13.7034761,50.8948534,"646","1434984999",Kindergarten,,bus_stop,,,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1480"",""shelter""=>""no"""
13.7029551,50.8953083,"647","1434985017",Kindergarten,,bus_stop,,,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1480"",""shelter""=>""yes"""
13.6995685,50.8964359,"648","1434985019",Mitte,,bus_stop,,,,,,"""bench""=>""yes"",""bus""=>""yes"",""operator""=>""RVSOE"",""public_transport""=>""platform"",""ref:IFOPT""=>""de:14628:1478"",""shelter""=>""yes"",""tactile_paving""=>""no"""
